lon,lat,depth,b1,b2,b3,b4,b5,b6,b8,b10
83.38743591,17.78458977,3.908,-5.497678685,-5.084083063,-4.508532827,-5.24339075,-5.318909559,-5.076816306,-5.044413189,-5.865607098
83.39242554,17.78416824,10.019,-5.775610234,-5.593267964,-5.195127999,-5.802414666,-5.993427348,-5.708937629,-5.715627009,-6.879913735
83.38607025,17.78144455,1.301,-5.021882325,-4.619601682,-4.011252872,-4.508143619,-4.800205697,-4.866517735,-4.876818134,-5.519353298
83.38626099,17.78180504,1.615,-5.1743023,-4.696784957,-4.106573748,-4.764375215,-5.00032679,-4.99175346,-5.045438926,-5.656602901
83.39115143,17.78047943,9.349,-5.802500239,-5.735724515,-5.264710793,-5.934307899,-5.981744115,-5.853422371,-5.887306024,-6.88294489
83.39019012,17.78654289,7.309,-6.144680297,-5.441162753,-4.979415893,-5.596558782,-5.586688039,-5.384125891,-5.453410724,-6.27753954
83.38707733,17.786129,1.53,-5.337156303,-4.71202819,-4.061255215,-4.682540575,-4.887397636,-4.853541026,-4.848032684,-5.645206219
83.38687897,17.78531837,2.049,-5.120214186,-4.829835231,-4.178013827,-4.908535344,-5.137810354,-4.946562737,-4.90352791,-5.698615388
83.38819122,17.78503227,4.914,-5.722618818,-5.119382697,-4.594547355,-5.379598296,-5.423208261,-5.141569851,-5.141131894,-5.946792747
83.38697052,17.78513718,2.04,-5.120528327,-4.823469179,-4.249100081,-5.051273613,-5.168350439,-4.964980667,-4.968335984,-5.720830521
83.38677979,17.78495979,1.242,-5.120438518,-4.729882898,-4.15549601,-4.855645016,-5.072661327,-4.971256439,-4.94426271,-5.655740545
83.38624573,17.78054047,0.961,-4.306195624,-4.355891984,-3.819481503,-3.90936489,-4.173121469,-4.56446347,-4.26960449,-5.018579116
83.39084625,17.78626442,7.955,-6.070066829,-5.467044495,-4.972765864,-5.659785826,-5.686842849,-5.515897664,-5.515269494,-6.297883272
83.38693237,17.78242874,1.594,-5.38004237,-4.743852418,-4.091498828,-4.863175265,-5.139991623,-5.064311815,-5.12046171,-5.815720456
83.39076996,17.78012276,9.369,-6.119254534,-5.768968571,-5.284208755,-6.023618151,-6.132362409,-5.780904391,-5.799647813,-6.882798405
83.38912964,17.7843895,6.817,-5.925300919,-5.370486066,-4.817467863,-5.550034123,-5.541334824,-5.338247897,-5.414807834,-6.337977586
83.3910141,17.78427505,9.064,-6.128286304,-5.469691562,-5.065609553,-5.715007113,-5.756052316,-5.539234584,-5.593269652,-6.599506472
83.38998413,17.78528214,7.712,-6.018856605,-5.442070113,-4.882192937,-5.561803931,-5.623398464,-5.356692908,-5.405569107,-6.317674262
83.38844299,17.78240967,4.744,-5.660835405,-5.122942862,-4.591175998,-5.540417084,-5.649922626,-5.295468089,-5.435322441,-6.27842004
83.38664246,17.78179932,1.596,-5.355610295,-4.813156271,-4.225897863,-4.953937719,-5.132929633,-5.051051634,-5.06560066,-5.744541923
83.39250946,17.78371429,9.256,-5.835777723,-5.815831552,-5.386571804,-6.017747555,-5.926275559,-5.865143934,-5.810997333,-6.91701586
83.38608551,17.78243828,0.921,-5.07495582,-4.786333647,-4.14342843,-4.738115917,-4.967587308,-4.882854833,-4.957061677,-5.575565222
83.39124298,17.78065872,9.946,-5.88274307,-5.803800157,-5.27429714,-5.98677464,-5.998742406,-5.868799247,-5.886907652,-6.919233161
83.3901062,17.78690529,6.844,-6.143782752,-5.452857251,-4.935950191,-5.560764507,-5.610382456,-5.328801628,-5.37701874,-6.166421738
83.38941193,17.78474617,7.18,-5.90382923,-5.348323062,-4.855577302,-5.538615687,-5.635327875,-5.347475075,-5.368450713,-6.23927243
83.38716888,17.7859478,4.16,-5.568970024,-4.863171649,-4.25604145,-4.964336161,-5.08665914,-4.946423988,-4.944144931,-5.698653051
83.38591003,17.78361511,0.495,-4.918148618,-4.456674326,-3.76383306,-3.962983121,-4.200929911,-4.538543674,-4.37006551,-5.390006547
83.38607025,17.78117371,0.704,-5.02210783,-4.61994964,-3.981492198,-4.344965102,-4.449026188,-4.796310745,-4.833542246,-5.483463983
83.39086151,17.7800312,9.218,-6.119662265,-5.720132554,-5.304602291,-6.12070998,-6.174110372,-5.780919028,-5.887627656,-6.883031769
83.38697815,17.78567886,2.082,-4.841231969,-4.842886406,-4.174741528,-4.838510514,-5.044826122,-4.916447692,-4.91490388,-5.68766596
83.38912964,17.7843895,6.99,-5.925300919,-5.370486066,-4.817467863,-5.550034123,-5.541334824,-5.338247897,-5.414807834,-6.337977586
83.38700867,17.78116226,1.572,-5.382674889,-4.757173377,-4.031061261,-4.68000565,-5.082863286,-5.212921871,-5.217963381,-5.879905645
83.38697052,17.78531837,2.099,-5.120379117,-4.883919501,-4.194488732,-5.003468571,-5.160573548,-4.964909667,-4.956185499,-5.70965273
83.38643646,17.7806282,0.753,-4.740339008,-4.609982738,-3.981732523,-4.266347298,-4.4418948,-4.77095793,-4.850091626,-5.248491767
83.3864975,17.78496361,1.197,-5.119851371,-4.565890279,-3.898792927,-4.320108139,-4.761821869,-4.85366699,-4.811083432,-5.634910146
83.38562775,17.78325653,0.449,-4.330124558,-4.264901215,-3.679914083,-3.773343722,-3.813028198,-4.183080293,-4.337336167,-5.148173425
83.38802338,17.7863884,3.967,-5.555665569,-5.075404124,-4.364358776,-5.116136751,-5.145584368,-5.003067269,-5.005584504,-5.74361589
83.3899231,17.78745079,5.86,-6.114568903,-5.427623105,-4.786052158,-5.607544329,-5.633811698,-5.355435672,-5.314453094,-6.098435417
83.38687134,17.78477669,1.857,-5.223467022,-4.766453248,-4.221469369,-4.977447697,-5.123303889,-4.965159925,-4.968348572,-5.677029601
83.38677979,17.78504944,2.049,-5.120273577,-4.729882898,-4.15549601,-4.855645016,-5.051829967,-4.965011898,-4.914993634,-5.655724833
83.38697052,17.78504753,2.265,-5.12060333,-4.823469179,-4.249100081,-5.051273613,-5.168425599,-4.965034855,-4.992972772,-5.72086562
83.39009857,17.7863636,7.254,-6.041279536,-5.441162753,-4.950473625,-5.584803427,-5.575140951,-5.41276693,-5.443593203,-6.297195087
83.39221954,17.78281593,10.376,-5.989598823,-5.891600262,-5.44411528,-6.096112587,-6.213005772,-5.897121087,-5.980793432,-6.881233378
83.38570404,17.78235245,1.025,-4.242609631,-4.494073545,-3.884525071,-4.24053996,-4.49434009,-4.860147371,-4.717791424,-5.448288641
83.38692474,17.7819767,1.894,-5.355891215,-4.859407616,-4.208923408,-4.947626909,-5.27709688,-5.085268955,-5.179099718,-5.853583861
83.38591003,17.78343391,0.879,-4.918370627,-4.479585736,-3.921316252,-4.246456072,-4.358654919,-4.563117484,-4.717385722,-5.422773529
83.38687897,17.78531837,1.997,-5.120214186,-4.829835231,-4.178013827,-4.908535344,-5.137810354,-4.946562737,-4.90352791,-5.698615388
83.38624573,17.78054047,0.472,-4.306195624,-4.355891984,-3.819481503,-3.90936489,-4.173121469,-4.56446347,-4.26960449,-5.018579116
83.38982391,17.78717995,6.101,-6.088556335,-5.452018682,-4.874448439,-5.683532009,-5.64635294,-5.34637134,-5.340675963,-6.131794445
83.38635254,17.78135109,0.732,-5.022451839,-4.750485494,-4.13438241,-4.713679013,-4.98121648,-4.954583613,-5.007197725,-5.556748664
83.38552094,17.78235435,0.212,-4.242490387,-4.159784831,-3.477028704,-3.531733051,-3.719376188,-4.017569516,-4.070680072,-5.087046844
83.38625336,17.78081131,0.413,-4.74005024,-4.599100425,-3.984286606,-4.20193842,-4.359635372,-4.716105175,-4.807501664,-5.359041085
83.38624573,17.78044891,0.307,-4.306183193,-4.440972425,-3.768802932,-3.795177528,-3.442414109,-3.498114644,-4.24873131,-3.761528197
83.39022827,17.78220749,8.284,-6.218610142,-5.68140428,-5.051222401,-5.731220048,-5.976128634,-5.683293596,-5.755105089,-6.685276004
83.3865509,17.78189087,1.515,-5.355216666,-4.768553592,-4.166007194,-4.89849129,-5.117970349,-5.017599347,-5.045581919,-5.732996976
83.38796997,17.78241539,3.217,-5.642694392,-5.037676509,-4.426864153,-5.412114356,-5.600470148,-5.348324653,-5.378407444,-6.33861654
83.38706207,17.78513718,2.875,-5.496006723,-4.850039901,-4.281160649,-5.086622532,-5.232232434,-4.990236117,-4.968406558,-5.755083766
83.3861618,17.78117371,0.661,-5.022256076,-4.65232857,-4.047875387,-4.46870732,-4.670454786,-4.817356582,-4.888144709,-5.519460297
83.38626099,17.78162384,1.167,-5.022078014,-4.674283241,-4.100608719,-4.743861726,-4.9874977,-4.966857061,-5.006992537,-5.65657012
83.38720703,17.7816124,2.175,-5.382590586,-4.901605986,-4.264528709,-5.012937073,-5.252018522,-5.165953878,-5.202330307,-5.961930049
83.3865509,17.78225136,0.85,-5.379317605,-4.793352583,-4.134118157,-4.823423534,-5.060620289,-5.04393767,-5.134631967,-5.779333903
83.39276886,17.78190613,11.199,-6.069036909,-6.08641186,-5.625985033,-6.297768141,-6.358697592,-6.130790671,-6.108755557,-7.125354042
