Lon,lat,dep£¨Lon istead£©,b1,b2,b3,b4,b5,b6,b8,b10
83.38599396,17.78289223,1.061,0.012730973,0.016308213,0.022551898,0.012532085,0.008546891,0.00913139,0.009080491,0.004447667
83.38636017,17.78180313,1.871,0.011667356,0.014829553,0.02024815,0.00918817,0.007485889,0.00800036,0.00780707,0.003968441
83.38759613,17.78251076,2.874,0.00955647,0.013195379,0.017543742,0.006330725,0.005635914,0.006657758,0.006367635,0.003086343
83.38942719,17.78565025,6.71,0.008566069,0.01051792,0.011567967,0.005219502,0.004937746,0.006359498,0.006244486,0.002756664
83.38827515,17.78412819,5.813,0.009155062,0.011521538,0.01363246,0.00535337,0.005069294,0.006576234,0.006540712,0.002867078
83.38904572,17.78511238,6.246,0.008919022,0.011203355,0.012727649,0.005264484,0.005025601,0.006662999,0.00654058,0.002793529
83.39085388,17.78635406,8.16,0.008319682,0.010244869,0.011209195,0.004409654,0.004403678,0.005316276,0.005394133,0.002424581
83.38760376,17.78350449,3.951,0.009566061,0.01236441,0.015040499,0.006068383,0.00568529,0.007181329,0.00709049,0.00323425
83.38658905,17.7847805,1.838,0.011399788,0.015740259,0.022457721,0.011471397,0.0090796,0.00874762,0.008873659,0.004155262
83.38744354,17.78549385,3.519,0.009817658,0.013059141,0.016356662,0.00634596,0.006045753,0.008054183,0.0080693,0.003530141
83.38742828,17.78413773,3.965,0.00963274,0.01194767,0.014442543,0.00611813,0.005953028,0.007401807,0.007347407,0.003272187
83.38629913,17.78415298,1.235,0.0136128,0.016315037,0.022855699,0.013736012,0.010262846,0.009437196,0.009506362,0.004558919
83.39214325,17.78408051,10.065,0.009112707,0.009534445,0.009626167,0.003902698,0.003861507,0.004697728,0.004410252,0.001612869
83.38598633,17.78225899,0.64,0.012258724,0.014309554,0.020802462,0.009726382,0.008631572,0.008869287,0.008824274,0.004667288
83.38648224,17.78369904,1.81,0.010632817,0.014894677,0.019958749,0.00973126,0.00731852,0.008916433,0.008701644,0.004044085
83.38778687,17.78277969,3.278,0.009557033,0.012566213,0.015839055,0.005437354,0.005064697,0.006658193,0.006325374,0.002976238
83.38778687,17.7825985,3.242,0.009555287,0.012985731,0.01638948,0.005481525,0.005283419,0.006267825,0.00636662,0.002902547
83.38774109,17.78630257,3.303,0.009876273,0.012745125,0.017209157,0.007239227,0.006530811,0.00805534,0.008154376,0.003860996
83.38634491,17.78053856,0.435,0.015497352,0.016812027,0.023983585,0.01761963,0.014101113,0.010976244,0.011182774,0.006684481
83.38687897,17.78559113,1.559,0.013906032,0.014692723,0.020662734,0.010048653,0.008026435,0.008964132,0.009128278,0.004045139
83.3857193,17.78352737,0.088,0.018194316,0.022209719,0.033659421,0.029835004,0.023659497,0.015857926,0.016966503,0.006284334
83.39221954,17.78281593,10.147,0.008512851,0.008783724,0.00855586,0.003267931,0.003016156,0.004040899,0.003895919,0.001611141
83.38702393,17.78197479,0.888,0.010084162,0.013723573,0.01849499,0.007714257,0.006119709,0.007046986,0.006958864,0.003306706
83.38687134,17.78477669,2.167,0.011396796,0.014531683,0.018911261,0.007907957,0.006969261,0.008270391,0.008323722,0.004007977
83.38712311,17.78269768,1.894,0.010322992,0.013201356,0.018447867,0.007717751,0.006123078,0.007569068,0.007088992,0.003454376
83.38629913,17.78424263,0.955,0.013613608,0.016473461,0.023005599,0.013736438,0.010263278,0.009437196,0.009465059,0.004559021
83.38636017,17.78162193,1.4,0.011667508,0.015090468,0.020398099,0.009454499,0.007748653,0.00800036,0.00793327,0.004188706
83.38562012,17.78316689,0.06,0.019174246,0.019970778,0.029410196,0.022669418,0.018742278,0.014178795,0.013049319,0.006394272
83.39084625,17.78590393,7.648,0.008550831,0.010084966,0.01125777,0.004586658,0.004314281,0.005574364,0.00539317,0.002387483
83.38793182,17.78647995,3.509,0.009875714,0.012692513,0.018459776,0.008442787,0.007101088,0.008314196,0.008111659,0.003787489
83.38627625,17.78252602,1.724,0.012258411,0.014782401,0.020103006,0.009146959,0.007752813,0.008522514,0.008275251,0.004189847
83.38916016,17.78673744,5.581,0.00875075,0.011104543,0.012983877,0.005090655,0.00498591,0.006666528,0.006671199,0.002794221
83.39212799,17.78290749,9.883,0.008514783,0.008626499,0.009114636,0.003448058,0.003325928,0.004083394,0.00393835,0.001648362
83.3884964,17.78656387,4.803,0.009459306,0.011793287,0.014295137,0.005807574,0.005516023,0.007274634,0.007391669,0.003309405
83.38774109,17.78639221,3.452,0.009876741,0.012799232,0.018110679,0.007418384,0.006838445,0.008314572,0.00815469,0.003861111
83.38571167,17.78280449,0.703,0.019171393,0.019915581,0.027922159,0.018296557,0.01939429,0.011634815,0.012288893,0.005255689
83.3900528,17.78284264,7.969,0.008184814,0.009808243,0.010591246,0.004084656,0.004173099,0.004960037,0.004920268,0.002128318
83.38667297,17.78396606,1.006,0.010983906,0.014108759,0.019158829,0.008573523,0.007363011,0.008743719,0.008660145,0.004007446
83.38696289,17.78477669,2.913,0.011395793,0.014215673,0.018660866,0.007327707,0.006925792,0.008227607,0.008280964,0.004007862
83.38634491,17.78053856,0.45,0.015497352,0.016812027,0.023983585,0.01761963,0.014101113,0.010976244,0.011182774,0.006684481
83.38845062,17.7834034,6.198,0.008911599,0.011196418,0.012923479,0.005034869,0.004976456,0.006052483,0.005902258,0.002498591
83.39138031,17.78372955,9.752,0.008178039,0.009275313,0.010234742,0.004173553,0.003951293,0.005002591,0.004750499,0.001834127
83.38624573,17.78054047,0.38,0.019492935,0.018852161,0.026173372,0.02106956,0.016417051,0.011709022,0.015356412,0.007198182
83.3887558,17.78466415,6.266,0.008685346,0.011361087,0.013331553,0.005085518,0.005333736,0.006576158,0.006159553,0.002720003
83.38715363,17.78486443,3.2,0.010108902,0.013532571,0.01700728,0.006434526,0.006221426,0.008097774,0.008068853,0.003714069
83.39260864,17.78407478,10.788,0.009107543,0.009582402,0.009472096,0.003587412,0.003374297,0.004435962,0.004661716,0.001722508
83.38859558,17.78683472,4.16,0.009460249,0.012161355,0.014998222,0.006344237,0.005780276,0.007490833,0.007603469,0.003346067
83.3881073,17.78584671,4.6,0.009986856,0.011792186,0.014394427,0.005852526,0.005780201,0.007404143,0.007391487,0.003456328
83.38970184,17.7851944,6.902,0.008677804,0.010618654,0.011867919,0.005171986,0.005418266,0.006054466,0.006157528,0.002756133
83.38580322,17.78280258,0.97,0.019170351,0.018086854,0.024345264,0.014308572,0.016209885,0.010296129,0.010854422,0.005072014
83.3861618,17.781353,0.862,0.012598488,0.015509433,0.021995278,0.011634152,0.009240965,0.008993651,0.008397929,0.004592377
83.3859024,17.78289223,1.114,0.012731948,0.016623002,0.023747543,0.012665348,0.009951358,0.009217007,0.00924946,0.004704808
83.38716888,17.7857666,2.471,0.009821101,0.013325728,0.018361947,0.007374465,0.007015292,0.008402502,0.008324387,0.00393474
83.3863678,17.78225517,2.528,0.011671692,0.014099375,0.020201057,0.009189159,0.007223127,0.008088938,0.007681934,0.003711998
83.38781738,17.78539848,4.453,0.009987586,0.012320513,0.014998638,0.005897477,0.005779568,0.007533598,0.00760329,0.003456281
83.38687134,17.78477669,2.859,0.011396796,0.014531683,0.018911261,0.007907957,0.006969261,0.008270391,0.008323722,0.004007977
83.38951111,17.78465462,7.232,0.008735643,0.010510407,0.011917366,0.004858183,0.004581236,0.006053544,0.005903401,0.002351669
83.38629913,17.78460312,0.942,0.014081482,0.016893223,0.024649331,0.014447595,0.011097508,0.009180139,0.010099075,0.004559295
83.38687134,17.78495789,2.118,0.011980601,0.014165797,0.018911269,0.008265134,0.006925792,0.008271046,0.008281812,0.004007918
83.38691711,17.78107452,1.324,0.010602841,0.014346397,0.021190142,0.010250329,0.007083126,0.007259343,0.007125225,0.003452792
83.38852692,17.78204727,4.846,0.008545517,0.012079045,0.014323199,0.004803956,0.004351107,0.005742351,0.005515762,0.00227634
83.3864975,17.78505325,1.092,0.011985535,0.016421787,0.024500558,0.014314773,0.00991395,0.009353067,0.009677409,0.004302308
83.39067078,17.77985382,9.361,0.007854241,0.009351874,0.009051803,0.003526172,0.003139172,0.004422302,0.004312173,0.001609314
83.39033508,17.78301811,8.279,0.008183463,0.010017036,0.010337013,0.00408424,0.00399546,0.00500297,0.004919993,0.001871314
83.38706207,17.78513718,2.61,0.010111306,0.013849237,0.018060803,0.007195181,0.006354536,0.008097614,0.008323318,0.003750906
83.38716125,17.78540611,1.081,0.010110666,0.013743783,0.017960683,0.007016109,0.00635503,0.0080122,0.00832354,0.003787683
83.39176941,17.78435707,9.758,0.009412033,0.009963754,0.00988426,0.00404005,0.003952903,0.00487355,0.004920478,0.001797336
83.38673401,17.78143692,1.237,0.011017575,0.014036314,0.019844884,0.008961143,0.006557689,0.007391621,0.007551322,0.003526907
83.3866806,17.78495979,1.679,0.01198257,0.015792625,0.021161431,0.009824978,0.007410743,0.008401237,0.008746985,0.004081761
83.3877182,17.78503799,3.972,0.009986743,0.01253062,0.015299318,0.005940312,0.005780124,0.007403518,0.007602881,0.003382831
83.38682556,17.78161621,1.938,0.011017264,0.013458914,0.018644728,0.007802878,0.006206278,0.007392087,0.007212623,0.003526907
83.38629913,17.78415298,1.369,0.0136128,0.016315037,0.022855699,0.013736012,0.010262846,0.009437196,0.009506362,0.004558919
83.39129639,17.78427124,9.236,0.007716047,0.009702432,0.010189082,0.004311508,0.003954284,0.004961919,0.005133618,0.001944936
83.38634491,17.7806282,0.92,0.014744812,0.016812027,0.023685636,0.017311577,0.014101113,0.010976244,0.010126543,0.006684469
83.38607025,17.7815361,1.176,0.012601113,0.015563919,0.021996656,0.011813798,0.009241004,0.008993689,0.0089484,0.004592693
83.38653564,17.7806263,0.57,0.010545297,0.015867602,0.022139011,0.014205732,0.011692163,0.009291406,0.00869054,0.004481264
83.38626099,17.78126144,0.97,0.012596688,0.015403901,0.021295255,0.011144416,0.008273204,0.008689596,0.008354999,0.004592163
83.38754272,17.78558159,3.49,0.009817109,0.012744431,0.01615496,0.00634522,0.006045753,0.008054183,0.007773594,0.003456862
83.3897171,17.78645897,6.81,0.008624809,0.010517456,0.012174192,0.004819003,0.004849256,0.006100584,0.005990912,0.002609832
83.38571167,17.78253365,0.962,0.020379612,0.017250502,0.024841914,0.015638202,0.016209176,0.009993892,0.011022565,0.005071803
83.38644409,17.78108025,1.003,0.011017036,0.014035693,0.01989544,0.010297423,0.008359293,0.008083177,0.007888914,0.004077778
83.3897171,17.78645897,6.836,0.008624809,0.010517456,0.012174192,0.004819003,0.004849256,0.006100584,0.005990912,0.002609832
83.38782501,17.78594017,3.962,0.009989354,0.012796209,0.01535126,0.006121632,0.005561328,0.007534933,0.007815783,0.003640136
83.38802338,17.78629875,4.07,0.009873209,0.012636865,0.01625506,0.006612632,0.006309223,0.007881278,0.007857697,0.003677087
83.38857269,17.78502846,5.887,0.009275186,0.011259221,0.01288011,0.005222422,0.005158676,0.006924026,0.006626467,0.002720479
83.38626099,17.78144264,0.704,0.012598337,0.01540523,0.020796789,0.010209774,0.007878694,0.008344572,0.008060037,0.004445575
83.38673401,17.78143692,0.994,0.011017575,0.014036314,0.019844884,0.008961143,0.006557689,0.007391621,0.007551322,0.003526907
83.3870163,17.78143311,1.991,0.0106054,0.013981529,0.020342764,0.008871139,0.00655726,0.007044402,0.006915106,0.003452995
83.3865509,17.78216171,0.897,0.010733177,0.014305808,0.020249544,0.009010508,0.007354112,0.007741863,0.007216365,0.003675028
83.39063263,17.78400803,8.799,0.008483491,0.010076283,0.010949769,0.004402332,0.004132776,0.00522341,0.005261977,0.001945453
83.38759613,17.78251076,2.95,0.00955647,0.013195379,0.017543742,0.006330725,0.005635914,0.006657758,0.006367635,0.003086343
83.38639832,17.78460312,1.26,0.014080529,0.016526194,0.0237535,0.013737409,0.010352089,0.009049599,0.009549982,0.004559237
83.38601685,17.78415489,0.547,0.013615688,0.018199325,0.025394833,0.017194603,0.015079072,0.011639454,0.010943029,0.006027739
83.38643646,17.78071785,1.125,0.010546153,0.015868919,0.022738377,0.014651181,0.011692163,0.009291367,0.00869054,0.004481264
83.38715363,17.78486443,3.254,0.010108902,0.013532571,0.01700728,0.006434526,0.006221426,0.008097774,0.008068853,0.003714069
83.38607788,17.78207779,1.497,0.011672844,0.014622398,0.020602215,0.009636835,0.00801407,0.008693655,0.008358688,0.004446416
83.39025879,17.78464508,7.548,0.00855143,0.010347314,0.011106618,0.0045862,0.004401909,0.005790873,0.005688766,0.00213025
83.389328,17.78547096,6.708,0.008681874,0.011307935,0.012424728,0.005084595,0.005069251,0.006316319,0.006413394,0.002719873
83.38827515,17.78385735,5.898,0.009152272,0.01151786,0.013380397,0.005261944,0.005023807,0.006315187,0.006158384,0.002719809
83.39008331,17.78546143,7.784,0.008382941,0.010246939,0.01136213,0.004858167,0.004580423,0.005793592,0.005733634,0.002388337
83.38671875,17.78044319,0.611,0.015493774,0.015655052,0.021588692,0.014869823,0.011339955,0.009375863,0.009238075,0.006133212
83.3864975,17.78496361,0.945,0.011985093,0.016421787,0.024500558,0.014314773,0.009562967,0.00909328,0.009508135,0.004155262
83.38673401,17.78170776,1.653,0.010728914,0.013828107,0.01864522,0.007937644,0.006339552,0.007566012,0.007552047,0.003637439
83.3865509,17.78180122,2.007,0.010730773,0.014301653,0.019547807,0.008385438,0.006912666,0.007696114,0.007891012,0.003821635
83.38653564,17.78071785,0.681,0.010545137,0.015552961,0.021441745,0.012829299,0.009718299,0.008298077,0.008183547,0.004260783
83.38664246,17.78207016,1.734,0.010732323,0.014305808,0.02024905,0.008519704,0.007221397,0.007956858,0.007215342,0.003711428
83.38607788,17.78189659,1.125,0.011671167,0.015303745,0.021150105,0.010524582,0.00801407,0.008693655,0.008484825,0.004446426
83.38635254,17.78135109,1.268,0.012596535,0.014668668,0.02024675,0.009988037,0.007878655,0.008344572,0.008058721,0.004445575
83.38628387,17.78333855,0.751,0.013314376,0.01526132,0.022354227,0.011555157,0.008503627,0.008741911,0.008574157,0.004080402
83.3897934,17.78510284,7.262,0.008676288,0.010668207,0.012119251,0.00508183,0.005021991,0.006054067,0.005987879,0.002535416
83.38826752,17.7837677,5.748,0.008917362,0.011042128,0.013228866,0.005217213,0.00502332,0.006314748,0.006116749,0.002719698
83.39130402,17.78490448,8.72,0.008131801,0.010022577,0.010596435,0.004268746,0.004089582,0.005267409,0.005220101,0.001945429
83.38930511,17.78330231,7.111,0.008489929,0.010821082,0.011456573,0.004494385,0.004267306,0.005528789,0.005475838,0.002093236
83.38655853,17.78243256,1.031,0.010619854,0.014307172,0.020201467,0.008655855,0.007048295,0.007743557,0.00738629,0.00367525
83.38726044,17.78585625,2.507,0.009820552,0.013273161,0.017160352,0.007106397,0.006619474,0.008357937,0.008239721,0.003934624
83.38910675,17.78303337,6.802,0.008666319,0.01087248,0.011859877,0.004583226,0.004310691,0.005571574,0.005305666,0.002166619
83.39146423,17.78273392,9.55,0.007229428,0.009318975,0.00942042,0.003449984,0.003504568,0.004042476,0.004406283,0.001612132
83.38846588,17.78439713,6.029,0.009213787,0.011729806,0.013734723,0.005220422,0.005201869,0.006576711,0.006414178,0.00279371
83.38774109,17.78630257,3.686,0.009876273,0.012745125,0.017209157,0.007239227,0.006530811,0.00805534,0.008154376,0.003860996
83.39232635,17.78362656,9.699,0.008930375,0.008896304,0.008864908,0.003630438,0.003241814,0.004260639,0.004449308,0.001612037
