Lon,lat,depth,b1,b2,b3,b4,b5,b6,b8,b10
83.38920593,17.78312302,7.008,0.008666161,0.011083327,0.011859296,0.00453903,0.004265776,0.005221022,0.002129884,0.001527625
83.38651276,17.78631783,0.157,0.017335506,0.03331637,0.040097259,0.046513215,0.045289632,0.037329379,0.015781859,0.010429157
83.38702393,17.78233719,2.109,0.01032158,0.014511998,0.020948341,0.008831413,0.006517597,0.007129507,0.00341743,0.002859914
83.38646698,17.7830658,1.815,0.010626844,0.01468219,0.022151584,0.010218195,0.007974315,0.008235025,0.003969896,0.00320289
83.38935089,17.78682518,5.789,0.008104228,0.010944825,0.012328566,0.004821572,0.004853202,0.006374029,0.002904356,0.002403864
83.39186096,17.78435516,9.628,0.009411006,0.009963754,0.009984458,0.00404005,0.00399614,0.004877802,0.001797327,0.001450931
83.38571167,17.78298569,0.674,0.019171949,0.019133778,0.027922535,0.017854916,0.018741619,0.010981651,0.005255678,0.004040043
83.38616943,17.78189468,1.678,0.011670176,0.015041424,0.02069973,0.010213437,0.007881768,0.00801913,0.00407885,0.003278615
83.38643646,17.7808075,1.062,0.010547002,0.01545227,0.021441745,0.013187276,0.011079717,0.008183547,0.004481253,0.003886831
83.38578796,17.78153992,0.651,0.020659236,0.017660495,0.025334215,0.016874461,0.015112822,0.009667262,0.005437872,0.004686342
83.3870697,17.78567886,0.917,0.009821661,0.013483749,0.01851259,0.008087701,0.007015472,0.008451666,0.003934858,0.002899128
83.3890686,17.78727913,4.585,0.008871831,0.01121108,0.014595022,0.006209267,0.005559788,0.006841353,0.003125512,0.002670529
83.38640594,17.78523445,0.835,0.017967818,0.016999539,0.024800051,0.014759601,0.011799636,0.010311388,0.005036913,0.004420972
83.39033508,17.78329086,8.54,0.008186302,0.010230307,0.010592408,0.00431054,0.004086045,0.004921515,0.001871428,0.00152716
83.38742828,17.78413773,4.013,0.00963274,0.01194767,0.014442543,0.00611813,0.005953028,0.007347407,0.003272187,0.002023406
83.38572693,17.78406906,0.057,0.019699739,0.022006957,0.035827357,0.03582684,0.029943027,0.026780808,0.006505119,0.005600055
83.38791656,17.78548813,4.403,0.009987028,0.01200357,0.014998082,0.00594166,0.005603384,0.007687266,0.003456337,0.002708543
83.38951874,17.78546715,6.812,0.008565109,0.011146669,0.011567369,0.005129842,0.00502434,0.006158943,0.002646223,0.002137173
83.38745117,17.78612518,3.194,0.01081368,0.01337745,0.017960984,0.007641733,0.006882946,0.008070735,0.003934736,0.003013213
83.38617706,17.78243828,1.457,0.012258564,0.014154082,0.02000355,0.009191957,0.007225401,0.00827488,0.004189877,0.003659302
83.38667297,17.78441811,2.037,0.011396434,0.015634403,0.020709891,0.009334155,0.007759841,0.008703751,0.004081413,0.003127266
83.39144897,17.78146935,9.515,0.008801203,0.008938254,0.008803203,0.003308499,0.003145076,0.004146989,0.001426865,0.00148782
83.39279175,17.78353119,10.509,0.008631044,0.008943554,0.008505851,0.003268176,0.003415416,0.004022615,0.001427548,0.0012979
83.38647461,17.78315735,1.301,0.0106277,0.015099714,0.022551365,0.010664161,0.007974811,0.008276956,0.003970011,0.003202925
83.38793182,17.7863903,3.531,0.009874695,0.012692137,0.017058311,0.007238099,0.006838019,0.00811148,0.003787429,0.002975085
83.38696289,17.78486633,2.71,0.011396246,0.014215673,0.018661376,0.007327707,0.006706658,0.008196607,0.003861197,0.003165312
83.38676453,17.78396606,0.86,0.010982905,0.014002249,0.018708101,0.008305628,0.00714276,0.008490421,0.004007332,0.002974933
83.38733673,17.78441048,4.022,0.010103994,0.012319026,0.015147456,0.006387998,0.006043632,0.007856437,0.003493082,0.002784595
83.38843536,17.78222847,4.502,0.009485893,0.011978139,0.014375124,0.004850174,0.004397502,0.005643174,0.002350189,0.001984048
83.38759613,17.78242111,2.703,0.009555595,0.013195379,0.017543742,0.006418586,0.005283375,0.006367276,0.002939303,0.002479253
83.39004517,17.78229904,7.778,0.008003348,0.009961374,0.01089044,0.004439884,0.004037407,0.004790921,0.002054261,0.001222399
83.38840485,17.78665543,4.22,0.009461365,0.012321941,0.015752047,0.006656918,0.006000672,0.007518852,0.003603277,0.002480335
83.38648224,17.78378868,1.986,0.010984066,0.0150541,0.020258067,0.009554549,0.007846251,0.008828782,0.004191069,0.003012935
83.38634491,17.78053856,0.179,0.015497352,0.016812027,0.023983585,0.01761963,0.014101113,0.011182774,0.006684481,0.005294581
83.38787079,17.78178406,2.944,0.009487852,0.012872667,0.017638315,0.006146599,0.005102495,0.0061094,0.002460339,0.002212485
83.38954163,17.78745461,5.138,0.00828144,0.010892477,0.01313521,0.005090153,0.004721571,0.006543619,0.003124915,0.002403992
83.38569641,17.78162956,0.584,0.020659931,0.018445788,0.026527118,0.019219978,0.015112853,0.010301731,0.005437884,0.004686343
83.38541412,17.78190422,0.922,0.02020441,0.030684911,0.042732753,0.041004203,0.040362123,0.031872768,0.010025711,0.006550422
83.38631439,17.785326,0.46,0.017969109,0.017785566,0.02499871,0.017019866,0.012500838,0.011282179,0.005404192,0.004497082
83.38648224,17.78424072,1.603,0.010988455,0.016315037,0.022207271,0.011247096,0.008595117,0.009041717,0.004301544,0.003241362
83.38677979,17.78504944,1.881,0.01198257,0.014848677,0.019912211,0.008800638,0.007410564,0.008704863,0.004081701,0.002975221
83.38648224,17.78405952,1.861,0.010986764,0.015633423,0.021258591,0.010534853,0.008111173,0.008956884,0.004301554,0.003241293
83.38551331,17.78217506,0.681,0.020205803,0.027179295,0.036264211,0.03433894,0.034988146,0.022967361,0.007237318,0.005219146
83.39135742,17.78210258,9.006,0.008572744,0.008625515,0.009063516,0.003447192,0.003236888,0.004276477,0.001427562,0.001259739
83.38634491,17.7806282,1.03,0.014744812,0.016812027,0.023685636,0.017311577,0.014101113,0.010126543,0.006684469,0.005294581
83.38722992,17.78359795,3.25,0.009980669,0.012629815,0.01634934,0.006829329,0.005907474,0.007430856,0.003418705,0.003317017
83.38629913,17.78424263,0.718,0.013613608,0.016473461,0.023005599,0.013736438,0.010263278,0.009465059,0.004559021,0.003165303
83.38611603,17.78478622,0.138,0.014084251,0.017836841,0.02509792,0.016664799,0.013244317,0.011492881,0.005697773,0.004040577
83.3899231,17.78726959,6.475,0.008217647,0.010308812,0.011872631,0.004506022,0.004454341,0.006203392,0.002757001,0.002175441
83.38869476,17.78701401,4.47,0.00946016,0.011951569,0.014998222,0.006567036,0.005736596,0.007603377,0.003346184,0.002708548
83.3859024,17.78307343,0.76,0.012733589,0.016728913,0.023549663,0.013199256,0.009951792,0.009714778,0.004851882,0.003583548
83.38845825,17.78349304,5.843,0.008912484,0.011040601,0.01327691,0.005036442,0.004976944,0.005945348,0.002498711,0.002022756
83.38710022,17.78098106,1.006,0.012702025,0.014502564,0.021190142,0.010516107,0.007258154,0.006828349,0.003158689,0.002592972
83.39128113,17.78345871,9.78,0.008177449,0.009855756,0.010133173,0.004081922,0.003685768,0.004663915,0.001760183,0.001526858
83.390625,17.78355789,9.052,0.008127004,0.00964942,0.0105419,0.0043549,0.004085684,0.005049041,0.00190813,0.00156524
83.3887558,17.78457451,6.204,0.008684868,0.011255316,0.013229745,0.005085518,0.004937089,0.006159506,0.002536325,0.002061186
83.38707733,17.78594971,3.862,0.010816248,0.014220406,0.020113349,0.009336373,0.007499414,0.008747952,0.004081852,0.003203536
83.39118195,17.78264809,8.875,0.007230635,0.00905636,0.009724858,0.003764792,0.003328955,0.004407283,0.001685758,0.00137431
83.38932037,17.78474808,6.812,0.008737157,0.010987783,0.012120076,0.004993482,0.004582645,0.006115435,0.002535659,0.002022917
83.3886795,17.78629112,5.256,0.00939786,0.011580711,0.013338055,0.005315414,0.005074637,0.006925032,0.003051769,0.002404062
83.38683319,17.78206825,1.352,0.010730312,0.014251805,0.020047206,0.008652123,0.006648985,0.007129769,0.003527546,0.002897959
83.38846588,17.78430557,5.939,0.009154913,0.011203758,0.013532395,0.00512999,0.0050254,0.00641385,0.002793591,0.001985064
83.38627625,17.78270721,2.129,0.012260224,0.015046861,0.020654455,0.009949602,0.007753272,0.008698244,0.00418996,0.003354968
83.38674927,17.78279114,1.202,0.010621249,0.014202637,0.019751573,0.008567295,0.006522094,0.007598165,0.003601974,0.002936299
83.38710022,17.78098106,1.466,0.012702025,0.014502564,0.021190142,0.010516107,0.007258154,0.006828349,0.003158689,0.002592972
83.38796997,17.78268623,3.64,0.009554104,0.012352725,0.015386655,0.005301793,0.004886748,0.006112713,0.002681988,0.002479227
83.38627625,17.78270721,1.82,0.012260224,0.015046861,0.020654455,0.009949602,0.007753272,0.008698244,0.00418996,0.003354968
83.39135742,17.7817421,9.866,0.00857023,0.008728963,0.009009847,0.003668944,0.00305791,0.004190491,0.001500597,0.001297586
83.39067078,17.78717041,7.295,0.008208791,0.009932179,0.011112068,0.004770375,0.004319254,0.005904739,0.002608981,0.002251313
83.38581085,17.78325462,2.185,0.018192861,0.017464003,0.024844367,0.01705863,0.014813734,0.010602432,0.005256074,0.004382551
83.38722992,17.7835083,2.797,0.009979802,0.012734376,0.016297607,0.006739551,0.005907039,0.007303302,0.003418598,0.003316943
83.38579559,17.78226089,1.145,0.020203916,0.0168809,0.023944153,0.013551882,0.010387255,0.009290022,0.00481439,0.004077891
